22-06-2021 | 18:24:24 | 25.62 | 50 | 66
22-06-2021 | 18:25:10 | 26.57 | 98 | 66
22-06-2021 | 18:25:56 | 27.63 | 50 | 66
22-06-2021 | 18:28:08 | 27.26 | 46 | 66
22-06-2021 | 18:32:25 | 26.04 | 47 | 66
22-06-2021 | 18:39:28 | 24.99 | 48 | 66
22-06-2021 | 18:45:51 | 24.6 | 48 | 66
22-06-2021 | 18:46:18 | 24.55 | 48 | 66
22-06-2021 | 18:50:43 | 23.35 | 49 | 66
22-06-2021 | 19:01:23 | 23.41 | 48 | 66
22-06-2021 | 19:08:23 | 23.23 | 48 | 66
22-06-2021 | 19:09:23 | 23.32 | 48 | 66
22-06-2021 | 19:13:25 | 23.4 | 49 | 66
22-06-2021 | 19:56:05 | 25.65 | 47 | 48
22-06-2021 | 19:56:55 | 25.67 | 47 | 48
22-06-2021 | 19:59:16 | 25.69 | 47 | 48
22-06-2021 | 19:59:48 | 26.01 | 99 | 48
22-06-2021 | 20:00:09 | 26.41 | 67 | 48
22-06-2021 | 20:00:34 | 26.87 | 99 | 48
22-06-2021 | 20:01:08 | 27.59 | 54 | 48
22-06-2021 | 20:01:56 | 28.32 | 83 | 48
22-06-2021 | 21:03:49 | 23.94 | 50 | 53
22-06-2021 | 22:03:47 | 24.39 | 49 | 57
22-06-2021 | 23:03:46 | 23.99 | 49 | 62
23-06-2021 | 00:03:47 | 23.6 | 50 | 59
23-06-2021 | 00:11:15 | 23.66 | 50 | 59
23-06-2021 | 13:53:11 | 23.75 | 49 | 57
23-06-2021 | 13:56:11 | 23.81 | 49 | 57
23-06-2021 | 13:58:35 | 23.83 | 49 | 57
23-06-2021 | 13:59:36 | 23.81 | 49 | 57
23-06-2021 | 14:01:08 | 23.82 | 49 | 57
23-06-2021 | 14:03:34 | 23.89 | 49 | 57
23-06-2021 | 14:20:15 | 23.96 | 49 | 63
23-06-2021 | 14:22:57 | 23.99 | 49 | 63
23-06-2021 | 14:34:01 | 24.02 | 49 | 63
23-06-2021 | 17:01:28 | 23.69 | 52 | 62
23-06-2021 | 17:06:13 | 23.86 | 52 | 62
23-06-2021 | 18:12:39 | 24.89 | 49 | 62
23-06-2021 | 18:44:12 | 25.06 | 48 | 62
23-06-2021 | 19:44:33 | 24.93 | 47 | 66
23-06-2021 | 20:44:30 | 25.01 | 46 | 65
23-06-2021 | 21:44:31 | 24.79 | 46 | 63
23-06-2021 | 22:44:30 | 25.27 | 43 | 66
23-06-2021 | 23:05:24 | 25.19 | 43 | 66
23-06-2021 | 23:05:52 | 25.19 | 43 | 66
23-06-2021 | 23:07:22 | 25.18 | 43 | 66
23-06-2021 | 23:16:16 | 25.22 | 43 | 66
23-06-2021 | 23:16:34 | 25.19 | 43 | 66
23-06-2021 | 23:18:36 | 25.2 | 43 | 66
23-06-2021 | 23:19:23 | 25.19 | 42 | 66
23-06-2021 | 23:20:37 | 25.18 | 43 | 66
23-06-2021 | 23:20:57 | 25.18 | 42 | 66
23-06-2021 | 23:23:28 | 25.18 | 42 | 66
23-06-2021 | 23:23:43 | 25.18 | 42 | 66
23-06-2021 | 23:24:29 | 25.19 | 42 | 66
23-06-2021 | 23:24:43 | 25.22 | 42 | 66
23-06-2021 | 23:26:23 | 25.21 | 42 | 66
23-06-2021 | 23:26:44 | 25.21 | 42 | 66
23-06-2021 | 23:27:43 | 25.23 | 42 | 66
23-06-2021 | 23:29:04 | 25.21 | 42 | 66
23-06-2021 | 23:29:44 | 25.23 | 42 | 66
23-06-2021 | 23:39:22 | 25.21 | 42 | 66
24-06-2021 | 00:02:11 | 25.15 | 41 | 66
